"Rk","G","Month","Day","Year","Age.Year","Age.Day","Tm","X","Opp","X.1","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","PM","Season","Date","Status","Name","LName"
17,17,11,29,2003,18,334,"CLE","","MEM","L (-7)","1","55:00:00",14,28,0.5,3,6,0.5,2,3,0.667,2,14,16,7,1,1,8,1,33,22.4,-10,1,2003-11-29,"Regular Season","Lebron","James"
18,18,12,2,2003,18,337,"CLE","@","DEN","L (-12)","1","32:00:00",6,19,0.316,2,3,0.667,5,7,0.714,3,3,6,5,2,0,2,4,19,12.2,-12,1,2003-12-02,"Regular Season","Lebron","James"
19,19,12,3,2003,18,338,"CLE","@","LAC","L (-10)","1","34:00:00",2,13,0.154,0,3,0,0,0,NA,4,2,6,8,2,0,5,2,4,0.9,3,1,2003-12-03,"Regular Season","Lebron","James"
20,20,12,6,2003,18,341,"CLE","","ATL","W (+10)","1","36:00:00",4,12,0.333,0,2,0,0,0,NA,1,5,6,5,2,1,3,2,8,5.8,-5,1,2003-12-06,"Regular Season","Lebron","James"
21,21,12,9,2003,18,344,"CLE","","TOR","L (-7)","1","37:00:00",7,16,0.438,0,0,NA,4,4,1,0,5,5,3,1,0,2,2,18,11.4,-2,1,2003-12-09,"Regular Season","Lebron","James"
22,22,12,11,2003,18,346,"CLE","","DET","W (+9)","1","43:00:00",8,21,0.381,1,3,0.333,6,8,0.75,1,2,3,9,1,1,4,3,23,14.8,9,1,2003-12-11,"Regular Season","Lebron","James"
23,23,12,13,2003,18,348,"CLE","","BOS","L (-7)","1","45:00:00",10,20,0.5,1,5,0.2,16,18,0.889,1,2,3,4,0,0,2,2,37,27.5,-2,1,2003-12-13,"Regular Season","Lebron","James"
24,24,12,15,2003,18,350,"CLE","@","IND","L (-10)","1","44:00:00",10,16,0.625,0,3,0,7,8,0.875,1,3,4,6,3,3,6,1,27,23.9,-12,1,2003-12-15,"Regular Season","Lebron","James"
25,25,12,17,2003,18,352,"CLE","","HOU","L (-4)","1","36:00:00",7,19,0.368,2,4,0.5,1,2,0.5,0,1,1,3,0,0,2,2,17,5.7,-9,1,2003-12-17,"Regular Season","Lebron","James"
26,26,12,19,2003,18,354,"CLE","@","PHI","W (+7)","1","42:00:00",14,24,0.583,5,7,0.714,3,3,1,1,3,4,5,4,0,4,1,36,29.5,9,1,2003-12-19,"Regular Season","Lebron","James"
27,27,12,20,2003,18,355,"CLE","@","CHI","W (+8)","1","42:00:00",11,22,0.5,0,5,0,10,12,0.833,1,5,6,10,2,2,4,2,32,28,9,1,2003-12-20,"Regular Season","Lebron","James"
28,28,12,23,2003,18,358,"CLE","","NOH","W (+11)","1","39:00:00",7,22,0.318,1,6,0.167,7,8,0.875,2,4,6,2,6,1,5,1,22,14.3,9,1,2003-12-23,"Regular Season","Lebron","James"
29,29,12,25,2003,18,360,"CLE","@","ORL","L (-12)","1","47:00:00",13,28,0.464,4,10,0.4,4,5,0.8,1,1,2,6,2,1,8,0,34,19.1,-9,1,2003-12-25,"Regular Season","Lebron","James"
30,30,12,26,2003,18,361,"CLE","","CHI","L (-7)","1","34:00:00",7,24,0.292,1,4,0.25,3,4,0.75,1,2,3,4,1,2,5,0,18,5.1,-12,1,2003-12-26,"Regular Season","Lebron","James"
31,31,12,28,2003,18,363,"CLE","","POR","W (+12)","1","39:00:00",15,23,0.652,0,2,0,2,2,1,3,7,10,9,3,0,5,1,32,30,11,1,2003-12-28,"Regular Season","Lebron","James"
32,32,12,30,2003,19,0,"CLE","","IND","L (-3)","1","38:00:00",9,20,0.45,0,4,0,4,6,0.667,2,8,10,4,0,0,4,2,22,12.6,-2,1,2003-12-30,"Regular Season","Lebron","James"
33,33,1,2,2004,19,3,"CLE","@","NJN","L (-15)","1","37:00:00",6,19,0.316,0,4,0,2,4,0.5,1,3,4,9,1,0,3,2,14,7.4,-14,1,2004-01-02,"Regular Season","Lebron","James"
34,34,1,6,2004,19,7,"CLE","","NYK","W (+11)","1","41:00:00",6,17,0.353,0,2,0,2,2,1,0,4,4,10,1,1,4,1,14,10,10,1,2004-01-06,"Regular Season","Lebron","James"
35,35,1,7,2004,19,8,"CLE","@","TOR","L (-6)","1","38:00:00",10,23,0.435,0,3,0,1,2,0.5,0,2,2,5,0,0,2,3,21,9.4,-2,1,2004-01-07,"Regular Season","Lebron","James"
36,36,1,9,2004,19,10,"CLE","@","BOS","L (-25)","1","43:00:00",7,19,0.368,0,3,0,5,7,0.714,0,3,3,6,3,0,5,1,19,10.4,-30,1,2004-01-09,"Regular Season","Lebron","James"
37,37,1,12,2004,19,13,"CLE","@","LAL","L (-10)","1","37:00:00",6,20,0.3,0,3,0,4,5,0.8,1,4,5,7,1,1,6,3,16,5.3,3,1,2004-01-12,"Regular Season","Lebron","James"
38,38,1,13,2004,19,14,"CLE","@","SEA","W (+8)","1","44:00:00",11,26,0.423,0,1,0,5,6,0.833,4,5,9,9,2,0,4,2,27,20.6,11,1,2004-01-13,"Regular Season","Lebron","James"
39,39,1,15,2004,19,16,"CLE","@","GSW","L (-17)","1","43:00:00",8,21,0.381,2,5,0.4,11,13,0.846,2,4,6,6,3,0,2,0,29,24.5,-14,1,2004-01-15,"Regular Season","Lebron","James"
40,40,1,17,2004,19,18,"CLE","@","UTA","W (+6)","1","45:00:00",12,28,0.429,2,4,0.5,3,5,0.6,1,6,7,2,2,1,4,2,29,15.2,8,1,2004-01-17,"Regular Season","Lebron","James"
41,41,1,26,2004,19,27,"CLE","","ORL","W (+1)","1","30:00:00",7,19,0.368,1,2,0.5,1,2,0.5,0,5,5,3,0,2,3,4,16,5.5,-10,1,2004-01-26,"Regular Season","Lebron","James"
42,42,1,28,2004,19,29,"CLE","","MIA","W (+1)","1","44:00:00",10,25,0.4,0,1,0,7,10,0.7,0,5,5,4,2,1,1,1,27,17.9,2,1,2004-01-28,"Regular Season","Lebron","James"
43,43,1,30,2004,19,31,"CLE","@","MIL","L (-6)","1","37:00:00",7,25,0.28,1,6,0.167,5,8,0.625,2,6,8,3,1,0,5,5,20,3.4,3,1,2004-01-30,"Regular Season","Lebron","James"
44,44,2,1,2004,19,33,"CLE","@","WAS","W (+4)","1","43:00:00",14,27,0.519,1,2,0.5,9,11,0.818,3,3,6,4,0,2,6,4,38,23.5,0,1,2004-02-01,"Regular Season","Lebron","James"
45,45,2,3,2004,19,35,"CLE","@","DET","W (+3)","1","38:00:00",5,19,0.263,0,1,0,2,2,1,1,3,4,6,2,0,1,2,12,6.7,-1,1,2004-02-03,"Regular Season","Lebron","James"
46,46,2,4,2004,19,36,"CLE","","LAL","L (-5)","1","43:00:00",12,26,0.462,4,4,1,4,5,0.8,0,4,4,4,0,0,0,0,32,22.2,-2,1,2004-02-04,"Regular Season","Lebron","James"
47,47,2,6,2004,19,38,"CLE","@","MIN","L (-11)","1","44:00:00",6,18,0.333,1,3,0.333,1,4,0.25,1,8,9,5,0,0,3,2,14,5.4,-16,1,2004-02-06,"Regular Season","Lebron","James"
48,48,2,7,2004,19,39,"CLE","","WAS","L (-18)","1","34:00:00",6,16,0.375,0,0,NA,2,2,1,0,0,0,6,4,1,3,2,14,10.3,-24,1,2004-02-07,"Regular Season","Lebron","James"
49,49,2,9,2004,19,41,"CLE","","BOS","W (+8)","1","43:00:00",9,25,0.36,1,6,0.167,5,6,0.833,0,6,6,3,2,1,1,3,24,14.1,19,1,2004-02-09,"Regular Season","Lebron","James"
50,50,2,11,2004,19,43,"CLE","","NJN","L (-20)","1","29:00:00",2,13,0.154,0,1,0,5,5,1,1,1,2,5,1,0,5,0,9,1.2,-12,1,2004-02-11,"Regular Season","Lebron","James"
51,51,2,18,2004,19,50,"CLE","","DAL","L (-16)","1","34:00:00",6,12,0.5,0,0,NA,4,4,1,2,2,4,9,0,1,5,2,16,13.2,-15,1,2004-02-18,"Regular Season","Lebron","James"
52,52,2,20,2004,19,52,"CLE","","SAS","W (+2)","1","39:00:00",14,23,0.609,0,0,NA,4,4,1,2,9,11,2,2,1,2,0,32,27.7,3,1,2004-02-20,"Regular Season","Lebron","James"
53,53,2,22,2004,19,54,"CLE","@","NYK","W (+6)","1","44:00:00",7,20,0.35,0,0,NA,8,12,0.667,1,4,5,3,1,0,1,2,22,12.4,11,1,2004-02-22,"Regular Season","Lebron","James"
54,54,2,23,2004,19,55,"CLE","","NOH","W (+4)","1","36:00:00",7,16,0.438,1,5,0.2,6,6,1,0,4,4,6,2,5,1,3,21,21.3,4,1,2004-02-23,"Regular Season","Lebron","James"
55,55,2,25,2004,19,57,"CLE","@","HOU","L (-6)","1","39:00:00",5,18,0.278,0,2,0,1,3,0.333,2,5,7,5,2,1,2,1,11,6.3,-5,1,2004-02-25,"Regular Season","Lebron","James"
56,56,2,27,2004,19,59,"CLE","@","ORL","W (+5)","1","49:00:00",11,19,0.579,1,1,1,7,8,0.875,1,10,11,3,3,1,5,1,30,24.8,7,1,2004-02-27,"Regular Season","Lebron","James"
57,57,3,1,2004,19,62,"CLE","@","CHI","L (-11)","1","41:00:00",7,17,0.412,0,2,0,4,6,0.667,0,3,3,3,4,1,3,2,18,12,-4,1,2004-03-01,"Regular Season","Lebron","James"
58,58,3,3,2004,19,64,"CLE","","ATL","W (+32)","1","28:00:00",9,17,0.529,1,2,0.5,5,6,0.833,1,6,7,3,1,1,1,0,24,20.6,22,1,2004-03-03,"Regular Season","Lebron","James"
59,59,3,5,2004,19,66,"CLE","@","NOH","W (+3)","1","37:00:00",7,17,0.412,2,2,1,3,4,0.75,2,4,6,4,2,0,4,5,19,10.9,1,1,2004-03-05,"Regular Season","Lebron","James"
60,60,3,6,2004,19,67,"CLE","","MIL","W (+9)","1","43:00:00",11,24,0.458,0,3,0,2,3,0.667,2,5,7,10,4,1,2,3,24,22.6,9,1,2004-03-06,"Regular Season","Lebron","James"
61,61,3,8,2004,19,69,"CLE","@","ATL","W (+6)","1","45:00:00",11,23,0.478,1,4,0.25,11,13,0.846,2,4,6,7,1,0,2,1,34,27.6,11,1,2004-03-08,"Regular Season","Lebron","James"
62,62,3,10,2004,19,71,"CLE","@","TOR","W (+14)","1","34:00:00",4,13,0.308,0,0,NA,6,7,0.857,1,2,3,4,1,0,2,2,14,8.4,16,1,2004-03-10,"Regular Season","Lebron","James"
63,63,3,14,2004,19,75,"CLE","","IND","W (+3)","1","44:00:00",12,22,0.545,0,2,0,2,4,0.5,0,3,3,4,3,1,4,3,26,16.8,5,1,2004-03-14,"Regular Season","Lebron","James"
64,64,3,16,2004,19,77,"CLE","","CHI","W (+24)","1","32:00:00",5,16,0.313,2,3,0.667,5,8,0.625,3,2,5,8,0,5,4,1,17,14,24,1,2004-03-16,"Regular Season","Lebron","James"
65,65,3,19,2004,19,80,"CLE","","UTA","L (-9)","1","33:00:00",4,14,0.286,0,2,0,6,10,0.6,0,0,0,7,2,1,2,3,14,8.6,-2,1,2004-03-19,"Regular Season","Lebron","James"
66,66,3,21,2004,19,82,"CLE","","DET","L (-20)","1","36:00:00",5,17,0.294,1,4,0.25,4,5,0.8,2,5,7,3,0,2,4,4,15,5.5,-21,1,2004-03-21,"Regular Season","Lebron","James"
67,67,3,23,2004,19,84,"CLE","","PHO","L (-17)","1","42:00:00",8,21,0.381,2,5,0.4,7,9,0.778,1,1,2,6,3,1,5,0,25,16.6,-12,1,2004-03-23,"Regular Season","Lebron","James"
68,68,3,26,2004,19,87,"CLE","@","PHI","L (-15)","1","33:00:00",5,13,0.385,1,2,0.5,5,9,0.556,2,1,3,7,0,1,5,1,16,9.2,-24,1,2004-03-26,"Regular Season","Lebron","James"
69,69,3,27,2004,19,88,"CLE","","NJN","W (+3)","1","43:00:00",15,29,0.517,1,2,0.5,10,10,1,2,4,6,13,3,0,2,1,41,39,10,1,2004-03-27,"Regular Season","Lebron","James"
70,70,3,29,2004,19,90,"CLE","@","SAS","L (-8)","1","32:00:00",9,20,0.45,0,1,0,0,0,NA,0,2,2,4,0,1,2,0,18,9.7,-14,1,2004-03-29,"Regular Season","Lebron","James"
71,71,3,30,2004,19,91,"CLE","@","DAL","L (-17)","1","42:00:00",13,22,0.591,0,2,0,2,4,0.5,1,4,5,6,4,0,3,2,28,23.3,-10,1,2004-03-30,"Regular Season","Lebron","James"
72,72,4,2,2004,19,94,"CLE","@","MIL","L (-18)","1","36:00:00",9,19,0.474,0,0,NA,2,2,1,0,7,7,7,5,0,5,3,20,16.1,-13,1,2004-04-02,"Regular Season","Lebron","James"
73,73,4,3,2004,19,95,"CLE","","GSW","L (-3)","1","46:00:00",12,28,0.429,3,5,0.6,7,11,0.636,3,5,8,10,1,1,3,1,34,26.5,-3,1,2004-04-03,"Regular Season","Lebron","James"
74,74,4,6,2004,19,98,"CLE","","TOR","L (-1)","1","46:00:00",5,17,0.294,0,0,NA,11,14,0.786,1,5,6,4,3,0,3,2,21,14.1,2,1,2004-04-06,"Regular Season","Lebron","James"
75,75,4,7,2004,19,99,"CLE","@","MEM","L (-18)","1","36:00:00",4,11,0.364,0,0,NA,6,7,0.857,0,3,3,5,3,0,2,4,14,11.3,-11,1,2004-04-07,"Regular Season","Lebron","James"
76,76,4,9,2004,19,101,"CLE","@","MIA","L (-15)","1","42:00:00",6,14,0.429,1,1,1,11,15,0.733,1,6,7,8,1,0,8,2,24,15.3,-16,1,2004-04-09,"Regular Season","Lebron","James"
77,77,4,10,2004,19,102,"CLE","","MIA","W (+11)","1","32:00:00",4,11,0.364,0,2,0,2,5,0.4,1,2,3,11,0,0,2,3,10,8.5,14,1,2004-04-10,"Regular Season","Lebron","James"
78,78,4,12,2004,19,104,"CLE","","MIL","W (+4)","1","45:00:00",9,20,0.45,1,4,0.25,8,11,0.727,1,6,7,9,2,0,1,1,27,24.8,11,1,2004-04-12,"Regular Season","Lebron","James"
79,79,4,14,2004,19,106,"CLE","@","NYK","W (+10)","1","35:00:00",8,17,0.471,0,3,0,1,1,1,0,1,1,5,3,0,5,1,17,9.7,-6,1,2004-04-14,"Regular Season","Lebron","James"
1,1,11,3,2004,19,309,"CLE","","IND","L (-5)","1","50:00:00",8,19,0.421,2,5,0.4,10,12,0.833,1,4,5,8,1,3,6,2,28,20.9,-10,2,2004-11-03,"Regular Season","Lebron","James"
2,2,11,4,2004,19,310,"CLE","@","MIA","L (-6)","1","43:00:00",9,22,0.409,2,3,0.667,1,1,1,3,3,6,8,1,0,1,0,21,17.8,-8,2,2004-11-04,"Regular Season","Lebron","James"
3,3,11,6,2004,19,312,"CLE","@","MIL","L (-14)","1","42:00:00",8,20,0.4,0,3,0,15,22,0.682,2,6,8,6,3,0,4,0,31,23.8,-12,2,2004-11-06,"Regular Season","Lebron","James"
4,4,11,9,2004,19,315,"CLE","@","ATL","W (+14)","1","48:00:00",8,17,0.471,1,4,0.25,8,12,0.667,1,9,10,4,4,2,3,2,25,22.5,14,2,2004-11-09,"Regular Season","Lebron","James"
5,5,11,10,2004,19,316,"CLE","","PHO","W (+5)","1","48:00:00",13,24,0.542,1,2,0.5,11,12,0.917,3,7,10,6,3,3,3,1,38,36.1,14,2,2004-11-10,"Regular Season","Lebron","James"
6,6,11,13,2004,19,319,"CLE","","WAS","W (+31)","1","38:00:00",10,20,0.5,0,3,0,4,5,0.8,1,8,9,4,3,2,4,0,24,19.9,25,2,2004-11-13,"Regular Season","Lebron","James"
7,7,11,15,2004,19,321,"CLE","","GSW","W (+11)","1","42:00:00",12,22,0.545,3,5,0.6,6,8,0.75,2,10,12,4,2,1,1,1,33,30.1,15,2,2004-11-15,"Regular Season","Lebron","James"
8,8,11,18,2004,19,324,"CLE","@","CHA","W (+17)","1","30:00:00",8,14,0.571,2,3,0.667,1,2,0.5,1,5,6,9,0,0,1,3,19,18.3,21,2,2004-11-18,"Regular Season","Lebron","James"
9,9,11,20,2004,19,326,"CLE","","CHA","W (+16)","1","38:00:00",11,20,0.55,0,2,0,3,4,0.75,5,3,8,2,3,1,7,0,25,17.5,24,2,2004-11-20,"Regular Season","Lebron","James"
10,10,11,21,2004,19,327,"CLE","@","NYK","L (-10)","1","40:00:00",5,15,0.333,1,3,0.333,2,3,0.667,2,7,9,10,1,1,5,3,13,10.1,1,2,2004-11-21,"Regular Season","Lebron","James"
11,11,11,24,2004,19,330,"CLE","","DET","W (+16)","1","38:00:00",15,22,0.682,2,3,0.667,11,12,0.917,3,3,6,5,3,1,3,3,43,39.2,12,2,2004-11-24,"Regular Season","Lebron","James"
12,12,11,26,2004,19,332,"CLE","@","BOS","W (+2)","1","43:00:00",9,13,0.692,0,2,0,2,3,0.667,0,6,6,8,3,1,2,2,20,22.4,6,2,2004-11-26,"Regular Season","Lebron","James"
13,13,11,27,2004,19,333,"CLE","","CHI","W (+22)","1","32:00:00",11,17,0.647,1,2,0.5,3,4,0.75,1,6,7,7,1,0,2,0,26,24.5,25,2,2004-11-27,"Regular Season","Lebron","James"
14,14,11,29,2004,19,335,"CLE","@","LAC","L (-12)","1","42:00:00",9,19,0.474,0,2,0,4,5,0.8,1,6,7,5,6,1,3,2,22,20.8,-16,2,2004-11-29,"Regular Season","Lebron","James"
15,15,12,1,2004,19,337,"CLE","@","PHO","L (-19)","1","40:00:00",6,19,0.316,0,2,0,3,4,0.75,1,2,3,6,2,1,6,2,15,5.1,-17,2,2004-12-01,"Regular Season","Lebron","James"
16,16,12,2,2004,19,338,"CLE","@","DEN","W (+19)","1","41:00:00",8,17,0.471,0,0,NA,1,2,0.5,1,7,8,9,2,1,5,3,17,13.5,23,2,2004-12-02,"Regular Season","Lebron","James"
17,17,12,4,2004,19,340,"CLE","","TOR","W (+8)","1","43:00:00",10,17,0.588,1,3,0.333,6,7,0.857,0,6,6,10,2,1,3,2,27,26.4,15,2,2004-12-04,"Regular Season","Lebron","James"
18,18,12,7,2004,19,343,"CLE","","NJN","W (+6)","1","46:00:00",11,22,0.5,0,1,0,5,6,0.833,0,2,2,8,3,0,3,4,27,20.2,6,2,2004-12-07,"Regular Season","Lebron","James"
19,19,12,8,2004,19,344,"CLE","@","CHI","L (-28)","1","38:00:00",5,15,0.333,0,2,0,9,12,0.75,0,2,2,6,1,1,4,2,19,11,-22,2,2004-12-08,"Regular Season","Lebron","James"
20,20,12,11,2004,19,347,"CLE","@","SAS","L (-19)","1","42:00:00",10,19,0.526,1,3,0.333,2,2,1,3,3,6,10,4,0,3,2,23,23.9,-18,2,2004-12-11,"Regular Season","Lebron","James"
21,21,12,13,2004,19,349,"CLE","@","MEM","W (+6)","1","46:00:00",14,22,0.636,1,3,0.333,2,4,0.5,0,5,5,8,7,0,3,2,31,30.7,10,2,2004-12-13,"Regular Season","Lebron","James"
22,22,12,15,2004,19,351,"CLE","","POR","W (+24)","1","37:00:00",10,18,0.556,2,3,0.667,3,3,1,2,9,11,7,3,2,3,1,25,26.4,18,2,2004-12-15,"Regular Season","Lebron","James"
23,23,12,16,2004,19,352,"CLE","@","DET","L (-12)","1","45:00:00",4,21,0.19,0,2,0,3,5,0.6,1,8,9,7,4,1,3,2,11,6,-8,2,2004-12-16,"Regular Season","Lebron","James"
24,24,12,18,2004,19,354,"CLE","","BOS","L (-7)","1","40:00:00",12,25,0.48,3,5,0.6,4,8,0.5,1,4,5,4,3,1,4,6,31,18.7,-1,2,2004-12-18,"Regular Season","Lebron","James"
25,25,12,21,2004,19,357,"CLE","","MIN","W (+10)","1","43:00:00",10,18,0.556,0,1,0,6,8,0.75,0,6,6,12,1,0,2,2,26,25,13,2,2004-12-21,"Regular Season","Lebron","James"
26,26,12,22,2004,19,358,"CLE","@","NJN","L (-2)","1","42:00:00",7,18,0.389,1,1,1,8,10,0.8,1,8,9,9,1,0,4,2,23,18,-3,2,2004-12-22,"Regular Season","Lebron","James"
27,27,12,26,2004,19,362,"CLE","","NOH","W (+9)","1","45:00:00",7,16,0.438,0,1,0,8,9,0.889,1,8,9,14,4,1,5,2,22,25,8,2,2004-12-26,"Regular Season","Lebron","James"
28,28,12,28,2004,19,364,"CLE","@","ATL","W (+9)","1","46:00:00",13,25,0.52,3,5,0.6,11,14,0.786,1,8,9,7,1,0,1,2,40,33.7,8,2,2004-12-28,"Regular Season","Lebron","James"
29,29,12,29,2004,19,365,"CLE","","HOU","L (-11)","1","17:00",0,5,0,0,1,0,3,5,0.6,0,3,3,5,0,0,0,0,3,3.1,-10,2,2004-12-29,"Regular Season","Lebron","James"
30,30,1,3,2005,20,4,"CLE","@","CHA","W (+11)","1","41:00:00",11,19,0.579,0,3,0,4,6,0.667,2,6,8,6,2,0,1,3,26,23.5,14,2,2005-01-03,"Regular Season","Lebron","James"
31,31,1,5,2005,20,6,"CLE","","ATL","W (+16)","1","40:00:00",7,14,0.5,2,5,0.4,4,6,0.667,1,5,6,9,1,1,2,4,20,18.8,10,2,2005-01-05,"Regular Season","Lebron","James"
32,32,1,8,2005,20,9,"CLE","","NYK","W (+25)","1","32:00:00",10,14,0.714,0,0,NA,2,2,1,1,2,3,4,0,2,8,2,22,12.9,5,2,2005-01-08,"Regular Season","Lebron","James"
33,33,1,11,2005,20,12,"CLE","","CHA","W (+2)","1","49:00:00",11,24,0.458,2,5,0.4,5,7,0.714,1,7,8,9,2,1,8,1,29,19.2,7,2,2005-01-11,"Regular Season","Lebron","James"
34,34,1,13,2005,20,14,"CLE","@","LAL","L (-4)","1","44:00:00",12,26,0.462,1,4,0.25,3,4,0.75,3,10,13,9,1,1,4,1,28,22.9,-1,2,2005-01-13,"Regular Season","Lebron","James"
35,35,1,15,2005,20,16,"CLE","@","UTA","W (+13)","1","41:00:00",9,20,0.45,0,1,0,9,14,0.643,1,7,8,5,5,0,3,2,27,22.1,11,2,2005-01-15,"Regular Season","Lebron","James"
36,36,1,16,2005,20,17,"CLE","@","SEA","L (-8)","1","44:00:00",14,30,0.467,3,7,0.429,4,6,0.667,2,3,5,11,4,1,1,4,35,30.9,-7,2,2005-01-16,"Regular Season","Lebron","James"
37,37,1,19,2005,20,20,"CLE","@","POR","W (+6)","1","44:00:00",11,16,0.688,1,1,1,4,6,0.667,1,10,11,10,4,0,2,4,27,30.5,0,2,2005-01-19,"Regular Season","Lebron","James"
38,38,1,20,2005,20,21,"CLE","@","SAC","L (-27)","1","37:00:00",9,19,0.474,0,1,0,0,1,0,1,7,8,6,1,0,3,0,18,12.9,-24,2,2005-01-20,"Regular Season","Lebron","James"
39,39,1,22,2005,20,23,"CLE","@","GSW","W (+18)","1","43:00:00",13,24,0.542,0,1,0,2,2,1,1,11,12,10,1,1,3,1,28,25.7,19,2,2005-01-22,"Regular Season","Lebron","James"
40,40,1,24,2005,20,25,"CLE","","WAS","L (-9)","1","48:00:00",12,26,0.462,1,1,1,6,10,0.6,4,6,10,8,2,1,5,3,31,22.7,-9,2,2005-01-24,"Regular Season","Lebron","James"
41,41,1,26,2005,20,27,"CLE","","MEM","W (+3)","1","42:00:00",10,16,0.625,4,6,0.667,3,4,0.75,1,8,9,15,3,2,5,1,27,32,7,2,2005-01-26,"Regular Season","Lebron","James"
42,42,2,1,2005,20,33,"CLE","@","ORL","L (-3)","1","43:00:00",10,20,0.5,0,3,0,8,13,0.615,2,3,5,7,0,1,3,2,28,20.1,-3,2,2005-02-01,"Regular Season","Lebron","James"
43,43,2,3,2005,20,35,"CLE","@","MIA","L (-12)","1","46:00:00",11,23,0.478,1,3,0.333,8,12,0.667,2,0,2,10,3,0,2,2,31,26.3,-8,2,2005-02-03,"Regular Season","Lebron","James"
44,44,2,5,2005,20,37,"CLE","","ORL","W (+9)","1","45:00:00",9,21,0.429,0,3,0,12,13,0.923,0,6,6,9,2,0,1,2,30,26.8,10,2,2005-02-05,"Regular Season","Lebron","James"
45,45,2,8,2005,20,40,"CLE","","TOR","W (+13)","1","36:00:00",6,14,0.429,0,3,0,3,4,0.75,1,7,8,11,3,0,2,1,15,18.3,15,2,2005-02-08,"Regular Season","Lebron","James"
